speaker,video_id,interval_id,valid,duration,start_time_string,end_time_string,video_link,video_fn,start_time,end_time,org_start_time,org_end_time,max_frames_token,valid_duration,valid_single_token_per_frame,video_downloded,valid_hd5,valid_max_token_duration,valid_frames_count
oliver,WyGq6cjcc3Q,215859,True,7.733333,00:14:48.56,00:14:56.30,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:14:48.560000,0 days 00:14:56.300000,0 days 00:14:48.560000,0 days 00:14:56.300000,46,True,True,False,True,True,True
oliver,WyGq6cjcc3Q,215860,False,3.933334,00:14:56.43,00:15:00.36,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:14:56.430000,0 days 00:15:00.360000,0 days 00:14:56.430000,0 days 00:15:00.360000,27,False,True,False,True,True,True
oliver,WyGq6cjcc3Q,216023,False,2.6,00:07:19.90,00:07:22.50,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:07:19.900000,0 days 00:07:22.500000,0 days 00:07:19.900000,0 days 00:07:22.500000,7,False,True,False,True,True,True
oliver,WyGq6cjcc3Q,216029,False,1.933334,00:07:45.83,00:07:47.76,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:07:45.830000,0 days 00:07:47.760000,0 days 00:07:45.830000,0 days 00:07:47.760000,13,False,True,False,True,True,True
oliver,WyGq6cjcc3Q,216030,True,10.6,00:07:47.90,00:07:58.50,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:07:47.900000,0 days 00:07:58.500000,0 days 00:07:47.900000,0 days 00:07:58.500000,26,True,True,False,True,True,True
oliver,WyGq6cjcc3Q,216032,False,1.066666,00:08:00.16,00:08:01.23,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:08:00.160000,0 days 00:08:01.230000,0 days 00:08:00.160000,0 days 00:08:01.230000,7,False,True,False,True,True,True
oliver,WyGq6cjcc3Q,216033,True,6.866666,00:08:01.36,00:08:08.23,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:08:01.360000,0 days 00:08:08.230000,0 days 00:08:01.360000,0 days 00:08:08.230000,35,True,True,False,True,True,True
oliver,WyGq6cjcc3Q,216046,True,7.4,00:01:31.56,00:01:38.96,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:01:31.560000,0 days 00:01:38.960000,0 days 00:01:31.560000,0 days 00:01:38.960000,31,True,True,False,True,True,True
oliver,WyGq6cjcc3Q,216047,False,2.266667,00:01:39.10,00:01:41.36,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:01:39.100000,0 days 00:01:41.360000,0 days 00:01:39.100000,0 days 00:01:41.360000,-1,False,False,False,False,False,False
oliver,WyGq6cjcc3Q,216048,False,1.533333,00:01:41.56,00:01:43.10,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:01:41.560000,0 days 00:01:43.100000,0 days 00:01:41.560000,0 days 00:01:43.100000,-1,False,False,False,False,False,False
oliver,WyGq6cjcc3Q,216049,False,2.133334,00:01:43.23,00:01:45.36,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:01:43.230000,0 days 00:01:45.360000,0 days 00:01:43.230000,0 days 00:01:45.360000,-1,False,False,False,False,False,False
oliver,WyGq6cjcc3Q,216050,False,37.666666,00:01:45.56,00:02:23.23,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:01:45.560000,0 days 00:02:23.230000,0 days 00:01:45.560000,0 days 00:02:23.230000,117,True,True,False,True,False,True
oliver,WyGq6cjcc3Q,216112,False,24.8,00:13:28.56,00:13:53.36,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:13:28.560000,0 days 00:13:53.360000,0 days 00:13:28.560000,0 days 00:13:53.360000,100,True,True,False,True,False,True
oliver,WyGq6cjcc3Q,216113,False,28.666666,00:13:53.56,00:14:22.23,http://www.youtube.com/watch?v=WyGq6cjcc3Q,Alex_Jones_-_Last_Week_Tonight_with_John_Oliver_HBO-WyGq6cjcc3Q.webm,0 days 00:13:53.560000,0 days 00:14:22.230000,0 days 00:13:53.560000,0 days 00:14:22.230000,105,True,True,False,True,False,True
